id	word1	word2	headline	task	lora_used	output_finetuned	output_compare
en_0284	-	-	McLaughlin-Levrone says hurdles-400 double is possible. But would she want to do it?	conan	conan	"""No, I'm not a masochist."""	"""Well, if she could find a shortcut through the concession stand, she might consider it!"""
en_0285	-	-	Netflix is going all-in on its ‘Peaky Blinders’ sequel with a two-season order	conan	conan	"The show will be called ""Peaky Blinders: The Blinders Are Still Peaky."""	"And the new show is called ""Peaky Blinders 2050: The Sheepherders,"" where the gang's now shearing wool instead of scalps!"
en_0286	-	-	French Prime Minister Sébastien Lecornu resigns after less than a month	conan	conan	"Lecornu said, ""I’m not used to being the most popular guy in France."""	"""Well, it looks like he's finally found a job with a shorter shelf life than a baguette!"""
en_0287	-	-	Olive Garden says it's testing smaller portion menu options	conan	conan	"The smaller portions are called ""The Olive Garden Lite."""	And now, you can finally afford to eat here without needing a loan!
en_0288	-	-	Costa Rica halts all flights after radar failure	conan	conan	The good news is, the radar is working again and Costa Rica has been found.	"""Now passengers are stranded, but at least they're in Costa Rica... stranded paradise!"""
en_0289	-	-	Child migrants sent to Australia after WWII form bonds for life	conan	conan	"They’re called ""prison tattoos."""	"They even started their own secret society, called the ""Lost Marbles Club,"" because they couldn't find their way back home!"
en_0290	-	-	Congress asks if Boar's Head deli meat plant tied to outbreak will be fit to reopen	conan	conan	"The CEO of Boar's Head said, ""We're not worried, we're a deli meat company, we're used to being sliced."""	"Boar's Head spokesperson: ""Well, we're hoping it'll be a clean sweep!"""
en_0291	-	-	Vivienne Westwood brings beauty from chaos and dying sunflowers in Paris	conan	conan	I’m sorry, I’m just trying to get used to the new voice assistant on my phone.	...She's the only designer who can make a compost heap look couture.
en_0292	-	-	MediaDisney hikes streaming prices as Kimmel suspension fuels backlash	conan	conan	In a related story, I’m going to have to cancel my Disney+ subscription.	"""Looks like people are finally realizing that 'The Happiest Place on Earth' has a hidden subscription fee!"""
en_0293	-	-	The health issues that could be an early sign of lung cancer	conan	conan	"And the most common early sign of lung cancer is ""being a smoker."""	...are so subtle, they're like a sneaky ghost trying to hitch a ride on your X-ray.
en_0294	-	-	The Air Quality Index and how to use it, explained	conan	conan	The Air Quality Index is a number between 0 and 500 that tells you how much you should hate Los Angeles.	"""If it's over 300, you're breathing in more Smog than your grandma's knitting circle gossip."""
en_0295	-	-	Kamala Harris' commentary on Democrats jump-starts the 2028 presidential contest	conan	conan	And, of course, the big story, the royal baby is here and it’s a boy.	"""Well, if it's a race, I've got a hot rod in my garage just waiting for the green light!"""
en_0296	-	-	Buyout Firm EQT Anoints Asia-Based Salata as New Chairperson	conan	conan	"Salata said, ""I’m honored to be the first Asian chairperson of a company that makes salads."""	"And now, when you're lost in the boardroom jungle, just yell ""Mama Salata!"" and she'll come slicing through with a giant salad spinner!"
en_0297	-	-	Booker prize‘Brilliantly human’: Kiran Desai and David Szalay make Booker prize shortlist	conan	conan	The Booker prize is the most prestigious award in the world of literature, unless you’re a poet, in which case it’s the Pulitzer.	"And here's the real winner: ""The 2022 Booker Prize goes to... the dictionary for providing us with the word 'shortlist'!"""
en_0298	-	-	"Eilish Fisher: ""If ghosts exist, what else could exist?"" "	conan	conan	I’m sorry, but that’s a terrible question.	"""Well, according to my cat, the laundry fairy is real too!"""
en_0299	-	-	Canadian men jump to record No. 26 in FIFA rankings	conan	conan	The Canadian men are now ranked higher than the Canadian women.	"""Well, it's a leap year, so I guess they decided to take a leap of faith... in soccer!"""
en_0300	-	-	Bonhomie, kind words - but what did Trump’s meeting with Starmer add up to? AP explains	conan	conan	It was a meeting between two men who are both very good at saying nothing.	A historic agreement: Trump promised to stop tweeting about Starmer, while Starmer agreed to stop growing taller.
en_0301	-	-	KPop Demon Hunters' joins Fortnite with new characters and fan games	conan	conan	"The new characters are called ""The KPop Demon Hunters' Joins Fortnite with New Characters and Fan Games."""	Now, the Umbrella Corporation better watch their back! The Endgame is about to get K-Popped!
en_0302	-	-	Does painting cows with stripes prevent fly bites? Researchers who studied this win Ig Nobel prize	conan	conan	"The researchers also won the Ig Nobel prize for ""Most Pointless Research."""	Well, I guess we've finally found a use for zebra-cow hybridization!
en_0303	-	-	I was an air fryer skeptic until I tried this model	conan	conan	Now I’m a believer.	Now I'm frying for more!
en_0304	-	-	Camp Rock 3' officially happening at Disney Channel with Jonas Brothers, Demi Lovato	conan	conan	And me.	"Mick Jagger, seeing an opportunity, shows up, claiming he's there for a ""senior camp""... and the campfire songs!"
en_0305	-	-	Tesla reports surprise increase in sales in third quarter	conan	conan	"Tesla says the increase is due to their new slogan, ""Tesla: It’s Not Just For Gay People Anymore."""	"Elon Musk: ""Apparently, people are finally realizing that a car that can drive itself is way better than one that can't... and also catches fire."""
en_0306	-	-	Mayo woman wins Brown Bread Baking Competition 2025	conan	conan	"She was presented with the coveted ""Brown Bread Baking Trophy"" and a year’s supply of ""Brown Bread."""	"""Well, it just goes to show, sometimes the right recipe is just a little bit of elbow grease and a whole lot of patience!"""
en_0307	-	-	Pushing ButtonsEven a rebrand may not be able to save America’s most storied gaming event	conan	conan	"I’m talking about the ""Oscars."""	"...now it's just called ""Pressing Keys in a Desperate Attempt to Escape the House."""
en_0308	-	-	Hundreds of societies have been in crises like ours. An expert explains how they got out.	conan	conan	"He said, ""They didn’t."""	...Apparently, they just waited for the millennium to roll over. Seems we need a good Y2K party!
en_0309	-	-	Drinking any amount of alcohol may increase dementia risk, study finds	conan	conan	So, I guess I’m screwed.	...So I'm just going to stick with forgetting where I left my keys. Seems safer.
en_0310	-	-	Indonesia lifts TikTok licence suspension after app shares data	conan	conan	"Indonesia said, ""We’re good now, thanks for asking."""	"""Now, Indonesians can once again show the world their best dance moves... and their entire browsing history!"""
en_0311	-	-	Missing art looted by the Nazis could be worth billions – but who owns it when it’s found?	conan	conan	The answer is, whoever can get to it first.	"The museum: ""We'll frame it as a donation!""

The government: ""We'll claim it as a tax write-off!""

The finder: ""I'll hang it in my garage, priceless art or not!"""
en_0312	-	-	Solving the mysteries of the world, with science!	conan	conan	And, of course, the mysteries of the heart, with a little help from my friend, Viagra.	"...Turns out, the secret ingredient in Coca-Cola is ""mystery."" Who knew?"
en_0313	-	-	Saquon Barkley talks 'tush push,' fatherhood and giving back	conan	conan	He also said he’s looking forward to his first NFL game against the New York Jets.	"""And he's now teaching his little one the art of the 'tush push' in diaper changes... just in time for the draft!"""
en_0314	-	-	James Van Der Beek makes virtual appearance at Dawson’s Creek reunion after skipping due to illness	conan	conan	"He said he’s sorry he missed it, but he was busy filming his new show, ""Dawson’s Creek: The Movie."""	"""Apparently, he was just avoiding us until he could show up in hologram form."""
en_0315	-	-	A look at the latest styles and trends at Paris Fashion Week, in photos	conan	conan	"I’m sorry, but I’m not sure I can get behind the ""Man-Bra."""	Models strutting like they're on a catwalk, or a tightrope over the Seine.
en_0316	-	-	UK’s MI6 spy agency to target dark web for new recruits, including in Russia	conan	conan	"The ad says, ""If you’re a Russian spy, we’re the right agency for you."""	"MI6: ""Wanted: Agents fluent in sarcasm and memes. Bonus points if you can out-troll a Russian bot."""
en_0317	-	-	BeautySali Hughes on beauty: body moisturisers without the gloop factor	conan	conan	I’m sorry, but I’m not going to buy a moisturiser that’s not a gloop.	"""Because who needs a swimming pool on their skin?"""
en_0318	-	-	Woman, 68, sentenced to jail after being caught on film having sex in jail lobby	conan	conan	"The woman is being described as ""a little too into it."""	"""Well, at least she's getting the 'lockdown' experience before moving to the retirement home."""
en_0319	-	-	How growing rice differently could ease climate change	conan	conan	"The rice is called ""Arborio."""	"""Well, if we could just get them to stand up and dance, we might have a party to save the planet!"""
en_0320	-	-	James Norton says it is a ‘privilege’ to play an Irish character	conan	conan	"He said, ""I’m honored to be playing a role that was originally written for an Irishman."""	...because he's finally found a role that doesn't require him to play himself.
en_0321	-	-	Is £47bn of Tory cuts realistic?	conan	conan	I don’t know, but I do know that if you’re going to cut £47bn, you should do it in one fell swoop.	Well, they say a penny saved is a penny earned. So, if they save £47bn, they'll have £47bn more than they started with! Magic!
en_0322	-	-	Swiss Air flight aborts takeoff after sparks seen flying out of engine	conan	conan	"The pilot said, ""I’m sorry, but I’m not comfortable flying with a Swiss Army knife."""	"Pilot: ""Ladies and gentlemen, we're making an unscheduled stop for a quick oil change."""
en_0323	-	-	The reason why Donald Trump likes TikTok now	conan	conan	He’s trying to figure out how to get his supporters to dance.	He finally figured out how to make hair grow on his account.
en_0324	-	-	Bill Maher skewers Pete Hegseth's Quantico speech: 'No gays, just buff, hairless men'	conan	conan	"Maher said, ""That’s not a military academy, that’s a gay sauna."""	"""And no showers for 18 years, because hygiene is for the weak!"""
en_0325	-	-	MI6 launches dark web portal to attract spies in Russia	conan	conan	"The site is called ""Rentboy.com."""	"""And the first message they received? 'I'm in, but I prefer my martinis shaken, not stirred... and with a side of caviar.'"""
en_0326	-	-	Is Taylor Swift’s ‘Actually Romantic’ really about Charli XCX? Rumoured feud explained	conan	conan	I’m sorry, but I’m not going to explain it.	"Or is it just a case of ""Shake It Off"" and ""Boom Clap"" colliding in the pop music universe?"
en_0327	-	-	Winner who shared in $1.7B lottery jackpot reveals plans for winnings	conan	conan	He’s going to buy a house, a car, and a new girlfriend.	"""First, I'm buying a farm... just to have a place to store all these newfound modesty towels."""
en_0328	-	-	Second World War veteran celebrates 100th birthday with 16,000 cards	conan	conan	He said he’s going to spend the next year opening them.	"""He said, 'I never thought I'd live to see 100, but I didn't expect 16,000 cards!'"""
en_0329	-	-	Space weather satellites blast off to collect information on solar storms A SpaceX rocket lifted off Wednesday from the Kennedy Space Center in Cape Canaveral, carrying NASA's Interstellar Mapping and Acceleration Probe, or IMAP. Sep 24	conan	conan	The probe will travel through the solar system and beyond, collecting information on solar storms. The probe will also be the first to tell us if there's life on Mars, and if it's single.	"""IMAP's mission? To find out if the sun's been holding out on us about those solar-powered tanning sessions."""
en_0330	-	-	Britain’s flawed support for Jaguar Land Rover	conan	conan	In other words, we’re going to be okay.	They're like a stubborn relative, always needing a bailout but refusing to change their ways.
en_0331	-	-	Priscilla strengthens into a hurricane in the Pacific. Maps show its path. Hurricane Priscilla was strengthening Sunday in the Pacific Ocean, off the southwestern coast of Mexico. 8H ago	conan	conan	It’s expected to make landfall in Los Angeles on Tuesday.	"""Looks like Priscilla's about to blow Mexico a kiss... and a whole lot of wind!"""
en_0332	-	-	Redundancy can feel shameful, a social media movement wants to change that	conan	conan	"It’s called ""The Redundancy Appreciation Society."""	They're calling it #EmbraceTheDuplicate.
en_0333	-	-	24 of the world’s most unusual landscapes	conan	conan	"And #1 is the ""Bedroom of a 13-year-old boy."""	"...and the map said, ""You are here, enjoy the view!"""
en_0334	-	-	Cardi B releases highly anticipated second album	conan	conan	"It’s called ""I’m Sorry, I’m Pregnant."""	"Titled ""Invasion of Privacy, Part Deux,"" it comes with a free pair of shoelaces... 'cause she's tying up the music game!"
en_0335	-	-	Former England star took down union flag being ‘used in a negative fashion’	conan	conan	"He said, ""I’m not racist, I just hate the English."""	He mistook it for a badly drawn offside flag!
en_0336	-	-	Mamdani, Cuomo PACs Have Millions to Spend as NYC Race Heats Up	conan	conan	In other words, we’re about to see a lot of ads featuring Anthony Weiner’s penis.	And the city's about to get a whole lot more interesting... or confusing, depending on which campaign signs you read!
en_0337	-	-	Overbilling at women's health care group padded profits while costing patients, doctor says	conan	conan	"The doctor said, ""I'm sorry, but I had to do it for my family."""	"""Well, I guess they were just trying to ensure every patient got a 'deluxe' check-up!"""
en_0338	-	-	‘Apex predator’ discovered with remains of crocodile still in mouth	conan	conan	The apex predator was a 10-year-old boy.	"""Apparently, it was a 'keep-away' game gone wrong."""
en_0339	-	-	Police search Los Angeles home close to where singer D4vd's Tesla was abandoned	conan	conan	Police are looking for clues, and a new Tesla.	"Turns out, they found a note that read, ""I'm just here for the autotune."""
en_0340	-	-	The best of Sean Rocks - classics from the Arena archives	conan	conan	And the worst of Sean Rocks - classics from the Arena archives.	"And now, a moment of silence for the poor radio that had to endure his ""music"" selection."
en_0341	-	-	O'Connor chasing 'something special' to cap off 2025	conan	conan	"He said, ""I want to do something that will make my grandchildren proud."""	"O'Connor, in a desperate search, finally finds it... in the ""something special"" section of the grocery store."
en_0342	-	-	Haunted Hotel – a bland addition to the teetering pile of landfill comedy	conan	conan	"I’m sorry, but I’m not going to see a movie that’s been advertised as ""The Ghost Whisperer meets The Hangover."""	The ghosts are so bored, they're haunting the recycling bin instead.
en_0343	-	-	Nationals’ Jacob Young makes 2 incredible catches in 1 game	conan	conan	The Nationals are now 10 games out of first place.	"""Now they're calling him 'Young Griffy,' because he's got a glove that makes Derek Jeter's look like a thimble!"""
en_0344	-	-	Job seekersWhat is it like to be looking for work right now?	conan	conan	I’m sorry, I’m just trying to get a feel for what it’s like to be a black man in America.	It's like being a ghost... I can see all the jobs, but I can't get hired!
en_0345	-	-	Premier League Ten things to look out for this weekend in the top flight	conan	conan	1. Will Arsenal win? 2. Will Arsenal win? 3. Will Arsenal win? 4. Will Arsenal win? 5. Will Arsenal win? 6. Will Arsenal win? 7. Will Arsenal win? 8. Will Arsenal win? 9. Will Arsenal win? 10. Will Arsenal win?	11. Aston Villa vs. Everton: A battle of the Toffees and the Lions, with both teams hoping to avoid being pinned down as the 'Scouse Cats'.
en_0346	-	-	Trump speaks with China's Xi to finalize TikTok deal	conan	conan	"Trump said, ""I told Xi, 'You're either with me or you're with the loser Biden.'"" Then he said, ""Now if you'll excuse me, I have to go back to watching Fox News."""	"Trump: ""So, Xi, I'll take TikTok, and I'll call it 'TrumpTok.' You can keep the duck sauce."""
en_0347	-	-	Police in Australia seize guns from dozens of owners who hold views rejecting government authority	conan	conan	"The police are calling it ""Operation: 'We’re Not in America Yet.'"""	"""Well, I guess the only way to rebel now is with a really strong opinion about avocado toast."""
en_0348	-	-	Hollywood supporters slam Kimmel's suspension as 'actual cancel culture'	conan	conan	"They said, ""It’s not cancel culture if it’s a white guy."""	"""Next up, they're planning a protest for the cancellation of the wind."""
en_0349	-	-	Europe cannot rely on Elon Musk’s SpaceX, top investor warns	conan	conan	"He said, ""We’re going to have to go with our second choice, Jeff Bezos’s SpaceDick."""	"""Well, I guess they'll just have to learn to walk again."""
en_0350	-	-	James Van Der Beek’s wife says Dawson’s Creek reunion was ‘healing’	conan	conan	She said, “It was nice to see that James Van Der Beek is still a virgin.”	"""Well, at least now he finally understands the concept of closure."""
en_0351	-	-	YouTube content creators contributed £2.2bn to UK economy in 2024	conan	conan	The study was conducted by the Institute of People Who Don’t Have a Life.	"And I'm pretty sure that's just the ""Like, share, and subscribe"" economy!"
en_0352	-	-	How a festival in Saudi Arabia rocked the American comedy world	conan	conan	It was the first time in years that a comedy festival was not held in a cave.	The festival didn't just rock, it shattered the stereotype that camels can't laugh!
en_0353	-	-	The Big Read. China’s charm offensive in India’s backyard	conan	conan	And, the story of a man who was born with two penises.	"...Leaves everyone wondering, ""Is this the Great Wall of Fiction?"""
en_0354	-	-	California police pull over a self-driving Waymo for an illegal U-turn, but they can't ticket	conan	conan	So they just give the car a high five and a fist bump.	"The officer says, ""Well, I can't give you a ticket, but I can give you a warning... for being too good at your job!"""
en_0355	-	-	Man arrested in U.K. over alleged cyberattack that affected European airports	conan	conan	"He’s being charged with ""being a teenager."""	"Turns out his ""hacking"" skills were just really good at playing ""Planes: Fire in the Hole"" on his phone."
en_0356	-	-	Sanae Takaichi Is Likely to Be Japan’s Next Leader. Who Is She?	conan	conan	"She’s the one who said, ""I’m not a lesbian."""	"She's the one who'll finally make Japan's sushi rolls stand up straight, with a firm handshake and a stern ""No slacking, rice!"""
en_0357	-	-	Giorgio Armani’s sartorial creations interplay with Italian masterpieces at Milan museum exhibition	conan	conan	"The exhibit is called, ""Italian Guys Who Wear Too Much Black."""	"Visitors are now encouraged to touch the art... for a ""hands-on"" Armani experience."
en_0358	-	-	Art or ad? Giant portrait of Hamilton real estate agent raises eyebrows as artist defends 'gesture of thanks'	conan	conan	"The artist said, ""I’m just trying to thank the people who make my work possible."""	"""Well, it's a 'For Sale' sign with a smirk and a top hat... I guess he's trying to 'Hamilton'ize the neighborhood!"""
en_0359	-	-	Photo highlights from the 80th UN General Assembly in New York	conan	conan	The most popular photo was of the Secretary General and the Dalai Lama taking a selfie.	Delegates in formal attire, smiles all around... and one guy in a neon leg warmers and a Rubik's Cube tie.
en_0360	-	-	India regulator rejects US firm's fraud claims against Adani Group	conan	conan	"The regulator said, ""I'm sorry, but I'm not buying it."""	"""Well, it's official. The Adani Group has been cleared of all charges... by the same people who thought a cow could power a car!"""
en_0361	-	-	Noonan dreaming of FAI glory despite looming World Cup	conan	conan	"He said, ""I’m not worried, I’m just going to keep doing what I’ve been doing."""	"Noonan, deep in thought, mutters, ""Just one more practice, and I'll conquer the world... or at least the living room!"""
en_0362	-	-	Japan stocks hit record after ruling party names pro-business leader The benchmark Nikkei 225 index closed above 47,000 for the first time as investors welcomed Sanae Takaichi's victory. 	conan	conan	"Takaichi said, ""I'm going to make Japan great again."""	"""Investors are so excited, they're already planning a party... and it's called 'Takaichi Tickertape Parade!'"""
en_0363	-	-	Crude Oil 61.94 Arrow Up 1.76 %	conan	conan	In other words, the price of oil is up, and so is the price of gas.	"""Well, looks like the market just pumped up its own price and is now dancing the Texas Two-Step!"""
en_0364	-	-	Thailand’s king endorses new Cabinet led by Prime Minister Anutin Charnvirakul	conan	conan	"The king said, ""I’m not sure what he’s doing, but I’m sure he’s doing it right."""	And the new Cabinet's first order of business? A nationwide game of musical chairs... with 200 million chairs!
en_0365	-	-	Broncos rally from 14-point deficit to hand Eagles their first loss of the season, 21-17	conan	conan	The Eagles were so upset, they immediately fired their coach.	"And the Eagles fans were left wondering, ""How do you catch a unicorn? Pshaw, easy! First you get a 14-point lead, then you let it catch up!"""
en_0366	-	-	Huntington's disease successfully treated for first time	conan	conan	The patient is doing so well, he's already started his own dance troupe.	"Scientists: ""We've cured it! Now, who wants to volunteer for the two-step?"""
en_0367	-	-	France’s new prime minister names a government that might not last long	conan	conan	"He’s calling it, ""The Government of the Week."""	Because it's made of gouda and brie-dgeable materials.
en_0368	-	-	There's a new, longer U.S. citizenship test with more history questions. Can you answer some?	conan	conan	1. Who was the first president? 2. Who was the second president? 3. Who was the third president?	"Q: Who signed the Declaration of Independence with butcher's blood because he was a butcher?
A: John Hancock-of-the-beef."
en_0369	-	-	French Prime Minister Resigns in Surprise Move	conan	conan	He said he wants to spend more time with his family and his mistress.	"""Well, I guess that's one less baguette to argue over at the EU summit."""
en_0370	-	-	Levi’s fall denim returns with wide legs, cargos and outerwear	conan	conan	And for the first time ever, Levi’s will be offering a pair of jeans that actually fit.	"And now, when you're lost in the wilderness, you can say, ""At least I'm fashionably stranded!"""
en_0371	-	-	FDA warning: This nonstick cookware could be leaching lead into your food	conan	conan	"The FDA said, ""We’re not sure, but it’s probably not good for you."""	"""Well, at least it's seasoned with a side of history!"""
en_0372	-	-	Man arrested in UK over alleged cyberattack that affected European airports	conan	conan	"He’s being charged with ""being a 15-year-old boy."""	Turns out he was just trying to book a flight without dealing with airport chaos!
en_0373	-	-	Australian lifestyleMoving to an island of 300 people, it took effort to become a local. But that hard work paid off	conan	conan	I’m now the island’s #1 drug dealer.	Now I'm the one everyone comes to for a barbie and a yarn!
en_0374	-	-	Japan’s Takaichi Lining Up Key Posts to Show She’s No Liz Truss	conan	conan	She’s already been named the new Prime Minister of Japan.	...Even though she's still figuring out how to use a key.
en_0375	-	-	Nvidia to invest $5 billion in struggling rival Intel	conan	conan	"The CEO of Intel said, ""We’re thrilled to have Nvidia on board."""	"And Intel's response? ""Well, that's just great, now we'll have twice the problems and still only one graphics card that works!"""
en_0376	-	-	Monetary Policy Radar – Exclusive Insights Into Central Bank Policy	conan	conan	And now, a word from our sponsor, the Federal Reserve.	"""And now, for those of you keeping track at home, we've just received a signal: The Federal Reserve just decided to print more money... and it's going straight to your local coffee shop!"""
en_0377	-	-	Strictly stars ‘confirm’ romance one year after competing on show	conan	conan	"The two are reportedly very happy and looking forward to their next show, ""Dancing with the Stars."""	"They're finally ""reality"" dating now!"
en_0378	-	-	From rock bottom to wellness: How 3 people kick-started their health journeys	conan	conan	And, how you can too.	"1. First guy: ""I started by eating a single carrot... and then tripped over a bag of chips.""
2. Second lady: ""I joined a gym... and now I'm just waiting for my membership to start working.""
3. Third man: ""I cut out soda... and now I'm drinking my feelings instead."""
en_0379	-	-	US pharmacy chain Rite Aid closes final stores	conan	conan	Rite Aid said it’s been a pleasure serving you for the past 10 minutes.	"And now, the only place left to buy aspirin is the local ""I'll be right back"" stand."
en_0380	-	-	"Eilish Fisher: ""If ghosts exist, what else could exist?"""	conan	conan	I’m sorry, but that’s a terrible question.	"""Well, according to my cat, the laundry fairy is real too!"""
en_0381	-	-	This is EuropeViktor Orbán faces toughest challenge in years – but can Hungary’s strongman be unseated?	conan	conan	"Orbán’s opponent is a woman named ""Viktória."""	"...by a hungrier strongman named ""Goulash-ban."""
en_0382	-	-	Take That announce The Circus comeback tour with huge stadium dates	conan	conan	"The tour will feature the band’s biggest hits, including ""Pray,"" ""Never Forget,"" and ""I’m Sorry I’m Gay."""	"And the opening act? A troupe of juggling elephants named ""The Beatles""!"
en_0383	-	-	Bad Bunny kicks off ‘SNL’ 51st season with a group of new faces and jabs at his Super Bowl critics	conan	conan	The episode was so good, it was almost as good as the Super Bowl.	"""And now, we've got a new batch of SNL cast members who can't wait to prove they're not just here for the halftime show!"""
en_0384	-	-	Best strollers for 2025, recommended by parents	conan	conan	"#1: The ""Baby-B-Q"" - it's a stroller that doubles as a grill."	"...and top of the list? The ""Sleep-o-Matic 3000"", praised for its ability to put your toddler to sleep in under 30 seconds, or your money back!"
en_0385	-	-	Explosion fills night sky in Los Angeles	conan	conan	"The explosion was so loud, it was heard in the next county, and by the cast of ""Two and a Half Men."""	"Residents: ""Wow, great! Just what we needed, a light show. Next, they'll be selling tickets!"""
en_0386	-	-	Meet the Italian women who helped build modern Australia	conan	conan	"They’re called ""The Sopranos."""	...She's the one who mixed the cement with pasta and grout with marinara sauce!
en_0387	-	-	3 Electrocution risk from 114,000 heat circulating pumps Business	conan	conan	4. 100,000 heat circulating pumps Business.	"""We're not just boiling water here, we're creating a dance floor for popcorn kernels!"""
en_0388	-	-	Mini-meditations are a way to foster peace of mind at work	conan	conan	They’re also a great way to get fired.	...Apparently, they don't account for the chaos that ensues when someone microwaves fish.
en_0389	-	-	What it's like sleeping on shifting ice under the midnight sun	conan	conan	It's like having sex with a polar bear.	You wake up with a tan on one side and a polar bear autograph on the other.
en_0390	-	-	1,900-year-old Roman papyrus details elaborate tax evasion scheme, research suggests	conan	conan	The papyrus was found in the ruins of a house that was also used as a brothel.	"I guess the Romans really knew how to ""write off"" their debts!"
en_0391	-	-	FoodSign up for the Detox Your Kitchen newsletter on avoiding potentially harmful chemicals in your food	conan	conan	It’s the only newsletter that will never be served at a restaurant.	"...and don't forget, their top secret ingredient is ""surprise!"""
en_0392	-	-	03:27 Seani Maguire savouring FAI Cup final build-up	conan	conan	"He said, ""I’m really looking forward to the game, and the game after that."""	...while simultaneously trying to build a sandcastle in his living room.
en_0393	-	-	This week in fashion: New fall collections and major sales up to 70% off	conan	conan	In other words, it’s the perfect time to buy a new suit for your new job as a cashier at Wal-Mart.	And if you buy now, you can finally afford to dress like a grown-up instead of that bag of leaves you've been wearing!
en_0394	-	-	What should the top priority be on Tuesday for Budget 2026?	conan	conan	A. Cutting taxes B. Cutting taxes C. Cutting taxes D. Cutting taxes	"Making sure every citizen gets a ""Tuesday Fundsday""!"
en_0395	-	-	Weddings‘I chose red’: why these brides ditched the white wedding dress for colorful gowns	conan	conan	I’m not sure I’m ready to go there yet.	"...and now they're known as the ""Bride of Marmalade""!"
en_0396	-	-	Monica Bellucci and Tim Burton announce spilt in joint statement	conan	conan	"The statement said, ""We’re still friends."""	They're still haunted by the idea of living happily ever after.
en_0397	-	-	Kennedy Blades brings home wrestling worlds bronze in women's 68kg	conan	conan	She's also the first woman to win a bronze medal in wrestling while wearing a bikini.	"""Well, it's official, she's finally cut the rug in the wrestling world!"""
en_0398	-	-	The real reason more women are opting to go on holiday alone	conan	conan	"It’s because they’re tired of being asked, ""Where’s your husband?"""	...is to finally get some peace and quiet, without having to explain why they're still single!
en_0399	-	-	How China is challenging Nvidia's AI chip dominance	conan	conan	"In a related story, China is also challenging Nvidia's dominance in the field of ""making up words."""	"With their new ""Great Leap Forward"" chip, they're promising to make deep learning as easy as... cooking dumplings!"
en_0400	-	-	What is 'RaptureTok'? This is why people are predicting the end of the world	conan	conan	It’s a website where people post videos of themselves rapping about Jesus.	It's a new dance craze... where everyone just disappears mid-step.
en_0401	-	-	The wedding checklist has a new addition – the CONTENT CREATOR!	conan	conan	I’m not sure what a content creator is, but I’m glad I’m getting paid for it.	"Groom: ""I thought we just needed a best man, not a content creator!""
Bride: ""Well, I want our wedding to go viral, not just vows and a kiss!"""
en_0402	-	-	DoorDash out with a list of America's favorite Halloween candies	conan	conan	The winner is... Skittles.	And number one? Cornflakes. Trick or Treat, here's your breakfast!
en_0403	-	-	First Indigenous parliamentarian's iconic boomerang throw immortalised	conan	conan	It’s the first time a boomerang has been thrown in the House of Commons since the last time a boomerang was thrown in the House of Commons.	...Now, they're planning to build a statue... of the trash can he hit it in.
en_0404	-	-	Spectacular lake festival in Myanmar shines despite political upheaval and natural disasters	conan	conan	The festival was so spectacular, it was the only thing that could be seen from space.	Even the monsoon rains couldn't dampen the spirits - they just added a splash of color to the floats!
en_0405	-	-	Paneer to poutine: Inside the world's local McDonald's	conan	conan	It's the only place where you can get a Big Mac and a Big Mac.	"""And now, for a limited time only, we're serving Paneer McNuggets with gravy - the global fusion you never knew you needed!"""
en_0406	-	-	Meet people who have seen and done amazing things	conan	conan	And, of course, I’ve met my wife.	...But I've seen a cat knock over a full vase and not flinch. That's my superpower.
en_0407	-	-	One Tech Tip: OpenAI adds parental controls to ChatGPT for teen safety	conan	conan	The controls are so strict, ChatGPT can’t even talk to ChatGPT.	"""Now your teen can't ask ChatGPT for help with their math homework... or for a ride to the mall. Progress!"""
en_0408	-	-	The glitch in Super Mario that obsessed gamers	conan	conan	"It’s called ""The Mario Kart 8 Deluxe Edition."""	...is that if you stand still too long, Mario starts to look more and more like a sad, stationary plumber.
en_0409	-	-	Discover how Omnisend can help grow your online business	conan	conan	Just go to Omnisend.com and tell them I sent you.	"""Or, as they like to say, 'We'll send your sales sky-high, just like a balloon full of cash!'"""
en_0410	-	-	Mudslides trap drivers, bury roads and damage homes in southern California	conan	conan	"In a related story, the cast of ""Two and a Half Men"" is missing."	And now, the only thing more slippery than the roads is the price of avocados!
en_0411	-	-	Storm Amy: 2,500 remain without power Ireland	conan	conan	"The storm is being called ""Storm Amy"" because it's the first time in years Ireland has seen a woman with a tan."	And they're all gathered around one candle, arguing about who gets the warmest spot.
en_0412	-	-	100 dishes in 40 days: India's epic wedding feast For more than 700 years, an extraordinary tradition has been maintained in southern India, where grooms are presented with a parade of freshly prepared dishes by their mother-in-law. See more	conan	conan	"The tradition is called ""The Divorce."""	"And let's just say, the groom's scale tipped from ""happily ever after"" to ""I've gained a kingdom of weight!"""
en_0413	-	-	Bangkok road collapse creates sinkhole, disrupting traffic and prompting evacuations	conan	conan	"The sinkhole is being called ""the first thing in Thailand to go down without paying for sex."""	Oh great, now we're stuck in a hole-iday traffic!
en_0414	-	-	‘They were so feral’ Cillian Murphy, Tracey Ullman and cast on wild remand school drama Steve	conan	conan	It’s the first time I’ve seen a movie where the kids are the worst behaved.	"""...that even the warden started carrying a lunch pail!"""
en_0415	-	-	I lived underwater for 100 days	conan	conan	I was in a coma.	...and I can tell you, it's a real bubble-popping experience!
